customer_id,account_number,first_name,last_name,email,phone,aadhaar,pan,date_of_birth,address,city,state,pin_code,country,occupation,annual_income,marital_status,education,credit_score,account_balance,credit_default,housing_loan,personal_loan,kyc_status,account_type,account_opened_date,last_transaction_date
IND001270,8240871374,Deepika,Rao,deepika.rao564@gmail.com,+918450260174,5494 6833 6183,DGTYD7894Z,1951-06-05,"H.No. 95
Som Path",Bangalore,Maharashtra,325203,India,"Scientist, research (medical)",2907297,Married,12th,769,470389.49,yes,no,yes,PENDING,SALARY,2023-10-15,2026-01-29
IND001271,1072988536,Deepika,Nair,deepika.nair265@gmail.com,+919984387953,4856 7737 5183,OLQJN7899Z,1947-08-21,"893
Ghose Marg",Hyderabad,Tamil Nadu,642387,India,Homeopath,3913204,Widowed,Graduate,600,362539.57,no,yes,yes,VERIFIED,CURRENT,2019-09-01,2026-02-06
IND001272,6724832159,Sneha,Patel,sneha.patel912@gmail.com,+917724376100,8246 8877 7547,BDILQ5946A,1992-09-30,"H.No. 834
Kaur Ganj",Ahmedabad,Uttar Pradesh,208463,India,Games developer,1230364,Divorced,Graduate,590,338365.03,yes,yes,no,VERIFIED,SALARY,2016-09-02,2026-01-26
IND001273,5607175594,Rohan,Malhotra,rohan.malhotra552@gmail.com,+918637280868,2937 2670 6028,MAGMC2463Q,1980-04-27,"27, Edwin",Delhi,Karnataka,519082,India,Microbiologist,485684,Divorced,Graduate,723,694741.13,no,no,no,VERIFIED,SAVINGS,2025-09-23,2026-02-08
IND001274,5165158981,Kavita,Verma,kavita.verma389@gmail.com,+919175646523,5185 4792 9189,OCIZA4250J,1989-12-08,"H.No. 15, Buch Nagar",Jaipur,Tamil Nadu,762577,India,"Pharmacist, community",2940405,Divorced,Graduate,840,321880.93,no,no,yes,VERIFIED,SAVINGS,2024-03-23,2026-02-06
IND001275,9988146076,Rahul,Agarwal,rahul.agarwal979@gmail.com,+918776666337,3255 3493 9135,YEHQM8726I,1968-01-19,"542, Mahajan Chowk",Delhi,Karnataka,824005,India,Electronics engineer,1130343,Widowed,12th,749,787734.65,yes,no,yes,VERIFIED,SALARY,2016-07-04,2026-02-11
IND001276,3514604433,Rajesh,Iyer,rajesh.iyer265@gmail.com,+917126171786,2393 7658 6909,BRDCG7747Z,2000-03-16,"96/67
Date Ganj",Mumbai,Tamil Nadu,997720,India,Midwife,461568,Married,Graduate,820,609782.89,no,yes,no,PENDING,SAVINGS,2021-11-19,2026-02-13
IND001277,7744870231,Rahul,Rao,rahul.rao730@gmail.com,+919837970246,6494 3033 5995,ZFTLI5670T,1991-04-25,"H.No. 03
Bhagat Circle",Kolkata,West Bengal,548524,India,"Pharmacist, community",3062394,Divorced,12th,593,980020.17,no,no,no,VERIFIED,CURRENT,2023-05-20,2026-02-03
IND001278,1051457286,Anjali,Kumar,anjali.kumar425@gmail.com,+917287062296,8320 4353 5438,JOSVZ5662W,1984-06-08,"02/82
Wali Road",Jaipur,Gujarat,713496,India,"Therapist, speech and language",1844548,Married,Graduate,895,73420.17,no,yes,yes,VERIFIED,CURRENT,2025-01-19,2026-01-30
IND001279,7897886806,Vikram,Malhotra,vikram.malhotra736@gmail.com,+917391256011,1756 1868 2482,OAORD3055V,1983-10-16,"501, Sule Road",Jaipur,Tamil Nadu,767164,India,Counsellor,3134014,Widowed,Post Graduate,588,724550.3,yes,yes,no,VERIFIED,SALARY,2022-01-09,2026-02-12
IND001280,6348193893,Vikram,Patel,vikram.patel731@gmail.com,+918505835288,3453 9877 4309,UGPFV9763Z,1972-02-01,"02, Wagle Ganj",Chennai,Rajasthan,847573,India,Drilling engineer,3313188,Widowed,Post Graduate,843,993223.76,yes,yes,yes,VERIFIED,CURRENT,2021-04-06,2026-02-04
IND001281,8348583061,Anil,Gupta,anil.gupta99@gmail.com,+917355570062,6597 9481 3128,XXCQO1614V,1950-08-10,"361, Bose Ganj",Kolkata,Uttar Pradesh,928790,India,"Surveyor, building control",2628637,Single,10th,799,714107.41,yes,yes,no,VERIFIED,SAVINGS,2022-07-03,2026-01-21
IND001282,6402188895,Vikram,Malhotra,vikram.malhotra391@gmail.com,+919790164688,2338 2688 9271,HBYSO6951Z,1977-08-15,"H.No. 17, Sankar Circle",Kolkata,Tamil Nadu,280839,India,"Nurse, mental health",2833138,Widowed,12th,893,491989.31,no,yes,yes,PENDING,SALARY,2019-10-02,2026-02-12
IND001283,8421742187,Rajesh,Iyer,rajesh.iyer470@gmail.com,+917020323211,1925 8680 2982,UEKHF6477D,1990-08-17,"31
Bhatt Marg",Chennai,Karnataka,190750,India,"Investment banker, corporate",4955066,Single,Professional,633,742699.27,no,no,yes,PENDING,SALARY,2018-05-29,2026-02-09
IND001284,7143425624,Rohan,Verma,rohan.verma933@gmail.com,+917873031279,9999 4522 6914,OCNJM9677E,1997-10-04,"H.No. 69
Loke Marg",Mumbai,Delhi,905868,India,Building surveyor,309763,Single,12th,899,992675.38,no,yes,yes,PENDING,SAVINGS,2022-01-14,2026-02-13
IND001285,9850942926,Sanjay,Singh,sanjay.singh647@gmail.com,+919199521029,7830 8121 4683,FBPZZ1575S,1990-09-21,"923, Golla Path",Ahmedabad,Uttar Pradesh,345973,India,"Librarian, public",2589774,Divorced,Professional,629,656005.86,no,no,no,PENDING,CURRENT,2024-08-31,2026-01-21
IND001286,7939338762,Anil,Nair,anil.nair356@gmail.com,+917254542002,8778 5692 5407,ZKMKO3182N,1986-09-08,"H.No. 327
Bains Ganj",Bangalore,Rajasthan,514362,India,"Engineer, mining",3323678,Divorced,10th,856,485322.76,yes,no,no,PENDING,CURRENT,2021-04-10,2026-02-11
IND001287,4463742154,Neha,Gupta,neha.gupta199@gmail.com,+918319977801,6469 3168 3443,BFNFM4698B,1951-06-16,"26
Dhar Street",Mumbai,Telangana,231079,India,Insurance risk surveyor,3562665,Divorced,Graduate,637,950681.86,no,no,yes,VERIFIED,SAVINGS,2022-09-19,2026-02-13
IND001288,4266742938,Neha,Malhotra,neha.malhotra751@gmail.com,+918636800388,4720 6488 2417,NQKEU3432I,1947-07-05,"22
Sanghvi Marg",Mumbai,Rajasthan,519128,India,"Scientist, forensic",4315087,Divorced,10th,614,309727.91,yes,no,yes,VERIFIED,SALARY,2017-12-12,2026-02-12
IND001289,4997341474,Sanjay,Gupta,sanjay.gupta199@gmail.com,+917584128476,9070 8118 4777,GIEER6815W,2000-01-01,"H.No. 16, Buch Nagar",Hyderabad,West Bengal,267081,India,"Investment banker, operational",4659018,Married,Post Graduate,621,889970.0,yes,no,yes,VERIFIED,CURRENT,2018-04-29,2026-02-17
IND001290,1438117184,Sanjay,Mehta,sanjay.mehta239@gmail.com,+917985384908,8725 1871 1113,RWSJE4401I,1979-08-21,"70/766
Doshi Nagar",Hyderabad,Maharashtra,314343,India,"Physicist, medical",4039397,Single,Graduate,651,150641.76,yes,yes,yes,VERIFIED,CURRENT,2020-07-15,2026-01-26
IND001291,5844219077,Rohan,Nair,rohan.nair662@gmail.com,+919091072444,9969 1207 5413,OHODS9581Z,1986-03-20,"57/58
Bhalla Path",Delhi,Gujarat,889306,India,Editorial assistant,1253548,Widowed,Post Graduate,842,641661.36,yes,no,no,VERIFIED,SALARY,2023-05-09,2026-02-15
IND001292,3968513169,Anjali,Reddy,anjali.reddy99@gmail.com,+918579040803,9019 9837 4644,OTVFN5740A,1996-10-30,"12/059
Chaudhary Road",Chennai,Gujarat,316277,India,"Scientist, biomedical",1520287,Widowed,12th,881,968208.12,no,no,yes,VERIFIED,SALARY,2023-11-17,2026-02-11
IND001293,1163278106,Amit,Joshi,amit.joshi618@gmail.com,+918962002057,8679 9484 4566,VGCWL1374H,1948-06-10,"H.No. 01
Karpe Chowk",Jaipur,Karnataka,199198,India,Medical technical officer,4576589,Divorced,Professional,895,391636.2,no,no,yes,VERIFIED,SAVINGS,2016-12-27,2026-02-19
IND001294,7167194592,Anjali,Sharma,anjali.sharma898@gmail.com,+919788938847,9585 7632 1603,MUOHJ9097N,1991-11-06,"H.No. 65
Sinha Road",Kolkata,Rajasthan,198168,India,Aeronautical engineer,2798487,Widowed,12th,622,537489.59,no,yes,yes,VERIFIED,SALARY,2025-05-15,2026-02-02
IND001295,7312325287,Anjali,Kumar,anjali.kumar173@gmail.com,+917655858482,2690 6328 6774,SYMHV8237J,1957-04-20,"H.No. 60
Gaba Chowk",Chennai,Telangana,700583,India,Human resources officer,3778186,Married,Professional,859,220029.6,no,no,yes,VERIFIED,SALARY,2016-09-28,2026-02-18
IND001296,6523313458,Neha,Gupta,neha.gupta371@gmail.com,+918870371319,7029 4250 2220,PBQPG1513B,1952-09-26,"08/632
Loke Zila",Pune,Karnataka,874195,India,Chief Marketing Officer,1063697,Single,12th,789,937015.36,no,no,yes,VERIFIED,CURRENT,2018-04-13,2026-01-28
IND001297,1798380811,Kavita,Verma,kavita.verma970@gmail.com,+917878342712,5670 9273 8405,ISGTC7980V,1988-03-17,"45
Sankaran Chowk",Ahmedabad,West Bengal,105335,India,Waste management officer,1105626,Single,10th,858,-39104.65,no,no,yes,PENDING,SAVINGS,2020-04-15,2026-02-15
IND001298,7070293473,Deepika,Rao,deepika.rao312@gmail.com,+918921027420,4239 8684 9422,LTLUI2496P,1983-11-12,"H.No. 155
Borah Nagar",Bangalore,West Bengal,933575,India,Transport planner,788884,Single,Professional,651,470431.28,no,no,no,VERIFIED,SAVINGS,2017-11-09,2026-02-08
IND001299,4498721833,Vikram,Gupta,vikram.gupta733@gmail.com,+918167802277,7856 8132 5917,IPZGW4830R,1980-01-09,"H.No. 46, Apte Marg",Ahmedabad,Rajasthan,905425,India,Educational psychologist,4906204,Single,Graduate,616,476232.12,yes,no,no,PENDING,CURRENT,2020-07-04,2026-01-24
IND001300,6116948801,Anil,Patel,anil.patel556@gmail.com,+918301129918,8362 8250 2483,SQYRQ4873O,2002-02-01,"H.No. 394
Randhawa Road",Jaipur,Tamil Nadu,357437,India,"Scientist, audiological",2514785,Divorced,10th,860,810381.71,no,yes,yes,PENDING,SAVINGS,2025-04-23,2026-02-01
IND001301,1643373147,Kavita,Gupta,kavita.gupta47@gmail.com,+919196892914,7388 5594 7443,ZTUFI4642J,1992-05-19,"H.No. 97, Sidhu Ganj",Mumbai,Telangana,475733,India,Press sub,2406675,Widowed,Professional,718,135644.32,yes,yes,yes,VERIFIED,CURRENT,2020-10-23,2026-01-30
IND001302,7461365549,Rahul,Agarwal,rahul.agarwal66@gmail.com,+917021943148,9537 9944 1737,GKJNT5763M,1963-12-24,"62/44, Jani Nagar",Hyderabad,West Bengal,100725,India,"Engineer, maintenance (IT)",2813687,Single,12th,794,372479.26,no,no,no,PENDING,SALARY,2016-06-15,2026-02-10
IND001303,4785329865,Anil,Mehta,anil.mehta437@gmail.com,+917348166328,4051 3906 2897,ZKBYH7636W,1989-11-11,"H.No. 47, Subramanian",Delhi,Gujarat,468205,India,"Investment banker, corporate",4924212,Widowed,Professional,585,620397.3,yes,yes,no,VERIFIED,CURRENT,2017-10-15,2026-01-31
IND001304,1922805091,Arjun,Mehta,arjun.mehta382@gmail.com,+917562735817,9909 7815 7571,ADHQK6171X,1960-06-09,"53/194, Thaker",Hyderabad,Maharashtra,903649,India,Psychiatrist,517366,Married,Professional,723,774674.59,no,yes,yes,VERIFIED,SAVINGS,2023-04-18,2026-02-18
IND001305,8776668695,Priya,Kumar,priya.kumar877@gmail.com,+919000156583,2551 9879 2517,LRBMX2484T,1967-07-06,"80
Garde Path",Chennai,Tamil Nadu,737099,India,IT consultant,1272539,Married,Post Graduate,870,773630.8,no,yes,no,VERIFIED,SAVINGS,2022-01-11,2026-02-11
IND001306,2881290982,Neha,Patel,neha.patel514@gmail.com,+918860148137,9068 2258 8913,ARAUJ3418T,1955-06-20,"73/826
Jaggi Road",Lucknow,Telangana,841485,India,Amenity horticulturist,1666807,Divorced,10th,801,914329.52,yes,no,yes,VERIFIED,SALARY,2025-11-09,2026-01-24
IND001307,6131254431,Sneha,Singh,sneha.singh591@gmail.com,+918516185223,3673 3208 1689,SYZIB1854G,1988-02-08,"51/38
Doshi Path",Bangalore,Rajasthan,809070,India,"Horticulturist, amenity",912718,Widowed,Post Graduate,735,498257.81,no,no,yes,PENDING,CURRENT,2021-07-02,2026-02-11
IND001308,2715523894,Arjun,Sharma,arjun.sharma70@gmail.com,+919965700455,3970 7791 3151,XBUHB7362S,1991-01-14,"H.No. 299
Ratta Street",Kolkata,Gujarat,176999,India,Management consultant,3901449,Divorced,Post Graduate,894,47967.52,yes,yes,no,VERIFIED,SALARY,2025-09-30,2026-02-10
IND001309,4862109313,Priya,Joshi,priya.joshi684@gmail.com,+917565903503,4768 4631 4205,BFKLS9322Y,1973-05-28,"H.No. 87, Guha Ganj",Delhi,Rajasthan,709022,India,Soil scientist,1437982,Single,Post Graduate,627,182219.82,no,no,no,VERIFIED,SAVINGS,2018-05-18,2026-02-08
IND001310,3719856191,Anil,Mehta,anil.mehta585@gmail.com,+918737577735,9971 1793 5721,LALFC2066E,1986-06-15,"H.No. 633, Mangal Zila",Kolkata,Maharashtra,983476,India,Horticultural consultant,2121605,Widowed,10th,815,78571.61,no,yes,yes,VERIFIED,CURRENT,2019-03-05,2026-01-28
IND001311,4607063045,Kavita,Desai,kavita.desai898@gmail.com,+919324072704,2234 9184 2674,IBZYR4868I,1997-04-28,"65/36
Dewan",Kolkata,West Bengal,691316,India,IT consultant,3032029,Divorced,Graduate,839,869045.64,yes,no,yes,VERIFIED,SALARY,2022-04-25,2026-01-26
IND001312,7256622869,Rahul,Verma,rahul.verma349@gmail.com,+918711006573,8081 4611 9951,LSUBP5225E,1990-05-04,"88/63
Kota Marg",Bangalore,Tamil Nadu,181971,India,"Psychologist, forensic",2858937,Married,Professional,886,-33119.99,no,no,no,PENDING,SAVINGS,2021-01-02,2026-02-11
IND001313,6530435108,Anjali,Agarwal,anjali.agarwal416@gmail.com,+918677332539,2402 6658 4198,BDMJP3277Q,1955-10-27,"40, Thakkar Circle",Hyderabad,West Bengal,229460,India,"Lecturer, higher education",4237723,Divorced,Post Graduate,815,286177.22,yes,yes,no,VERIFIED,SALARY,2024-01-12,2026-01-29
IND001314,1364223329,Sanjay,Iyer,sanjay.iyer777@gmail.com,+918676023714,7339 3246 9849,MNAYG6053T,1991-08-22,"96, Jha Marg",Kolkata,Uttar Pradesh,233666,India,Energy engineer,2565497,Widowed,Professional,854,913363.99,no,no,yes,VERIFIED,CURRENT,2016-08-18,2026-01-31
IND001315,8899248623,Anjali,Verma,anjali.verma764@gmail.com,+919109135733,5839 1734 3590,CLPEG2421W,1954-07-27,"96/05, Dash",Bangalore,Karnataka,437944,India,Dietitian,1541171,Divorced,12th,653,307212.91,no,no,yes,VERIFIED,SALARY,2025-10-27,2026-02-12
IND001316,5563483717,Anjali,Rao,anjali.rao185@gmail.com,+917463858587,6930 1926 6562,YEAUL4730K,1991-09-16,"H.No. 09, Majumdar Marg",Jaipur,Telangana,904826,India,Sales promotion account executive,1035317,Married,10th,813,235804.86,no,yes,no,VERIFIED,CURRENT,2019-06-03,2026-01-28
IND001317,1641766950,Rajesh,Kumar,rajesh.kumar744@gmail.com,+917530770172,1108 2395 3406,SIIXH2785Z,1976-04-15,"32/735
Din Street",Hyderabad,Tamil Nadu,832272,India,Bookseller,930025,Divorced,10th,825,922549.83,no,yes,no,VERIFIED,SALARY,2016-08-29,2026-01-31
IND001318,9048213894,Deepika,Nair,deepika.nair47@gmail.com,+917638178448,2583 2880 7997,QEHCG9062T,1984-06-11,"39
Dara Chowk",Ahmedabad,Uttar Pradesh,184735,India,"Editor, film/video",4513163,Single,10th,571,794219.39,no,yes,no,VERIFIED,CURRENT,2023-12-27,2026-02-14
IND001319,6723027055,Anjali,Iyer,anjali.iyer517@gmail.com,+919033544110,8399 5624 6682,ENGYW5923Q,1988-10-13,"52/37, Aggarwal Zila",Jaipur,Uttar Pradesh,659086,India,Amenity horticulturist,1505494,Married,Post Graduate,870,106548.45,no,no,yes,VERIFIED,SALARY,2023-01-18,2026-02-15
IND001320,1501459360,Anjali,Singh,anjali.singh921@gmail.com,+919001201744,9624 4056 1413,KBHIK6988H,1977-02-19,"H.No. 648
Sehgal Zila",Pune,Uttar Pradesh,871979,India,Training and development officer,4723039,Married,Professional,791,116779.72,no,no,no,PENDING,CURRENT,2025-03-23,2026-01-22
IND001321,4043376482,Rohan,Malhotra,rohan.malhotra546@gmail.com,+917551920845,9852 9945 9112,JKWWQ8319C,1974-12-24,"04/605
Sehgal Marg",Kolkata,Karnataka,158317,India,Sales promotion account executive,4264775,Divorced,12th,586,668215.08,yes,no,no,VERIFIED,SAVINGS,2023-08-16,2026-02-10
IND001322,2701375885,Anjali,Desai,anjali.desai98@gmail.com,+919820363278,1564 8876 5842,WCIZI4602A,1998-09-21,"H.No. 249, Sen Zila",Bangalore,Delhi,115964,India,"Doctor, general practice",3552177,Single,Graduate,696,323245.6,no,no,no,PENDING,CURRENT,2022-05-16,2026-02-10
IND001323,1917119613,Vikram,Malhotra,vikram.malhotra610@gmail.com,+919629938540,8845 2584 3006,VLHHH5532Z,1989-10-25,"373
Bava Road",Hyderabad,Rajasthan,272624,India,Landscape architect,3925019,Widowed,10th,597,-23591.92,yes,yes,no,VERIFIED,CURRENT,2017-05-25,2026-02-12
IND001324,7426707393,Vikram,Mehta,vikram.mehta757@gmail.com,+919331041165,6831 7772 2127,XQQQC8801Q,2006-04-30,"454
Gandhi Chowk",Lucknow,West Bengal,156295,India,"Production designer, theatre/television/film",1397513,Single,Graduate,843,570301.6,no,no,yes,PENDING,CURRENT,2020-07-10,2026-02-17
IND001325,5842848696,Anil,Singh,anil.singh925@gmail.com,+918238952160,1737 4451 4512,DFFFH6267I,1963-11-15,"284, Choudhry Nagar",Jaipur,Uttar Pradesh,142946,India,Metallurgist,3982363,Single,Graduate,780,167076.48,yes,no,yes,PENDING,SALARY,2025-09-21,2026-02-07
IND001326,8982208169,Pooja,Reddy,pooja.reddy262@gmail.com,+917027391962,8520 1294 4623,MMNYL7589A,1993-09-17,"H.No. 29
Khanna Road",Ahmedabad,Maharashtra,804863,India,Printmaker,4068840,Widowed,12th,632,847547.68,yes,yes,yes,VERIFIED,SAVINGS,2021-02-25,2026-01-28
IND001327,7457248418,Neha,Agarwal,neha.agarwal886@gmail.com,+919307191856,3703 8876 5285,YOENI4530T,1995-10-01,"946, Ray Road",Hyderabad,Telangana,307158,India,Estate agent,393058,Divorced,Graduate,879,565540.99,no,yes,yes,PENDING,CURRENT,2016-08-12,2026-01-31
IND001328,9106511609,Rajesh,Verma,rajesh.verma557@gmail.com,+918513179217,4794 2548 3977,GIUIG6571Q,1984-10-29,"904
Sen Path",Mumbai,Tamil Nadu,706368,India,Rural practice surveyor,1068164,Single,Professional,886,274751.24,no,no,yes,VERIFIED,CURRENT,2024-12-05,2026-02-09
IND001329,9044122307,Amit,Patel,amit.patel768@gmail.com,+918009484652,8662 2447 8763,YWAJR4694Z,1977-08-06,"H.No. 29, Dugar Circle",Mumbai,West Bengal,364681,India,"Scientist, research (medical)",4737801,Single,10th,760,712941.97,no,no,no,VERIFIED,SAVINGS,2022-07-04,2026-02-08
IND001330,4241435535,Priya,Mehta,priya.mehta944@gmail.com,+917448400124,4417 7719 4169,WMKSP3904P,2004-01-11,"28/727
Amble Marg",Hyderabad,West Bengal,583620,India,Bookseller,3887553,Widowed,Post Graduate,799,334412.6,yes,no,no,VERIFIED,SAVINGS,2021-12-17,2026-01-31
IND001331,5678502891,Deepika,Desai,deepika.desai264@gmail.com,+919558148250,2195 6669 4605,YRARU9919Z,1966-03-09,"249, Sachar Zila",Chennai,Tamil Nadu,287858,India,"Engineer, chemical",3926840,Widowed,12th,648,160508.2,yes,no,no,VERIFIED,CURRENT,2022-03-15,2026-02-14
IND001332,1403627575,Deepika,Sharma,deepika.sharma84@gmail.com,+917961831431,2741 6477 6045,QAJJF4257N,1976-05-24,"83/350, Rattan Marg",Mumbai,Tamil Nadu,623649,India,Child psychotherapist,1611004,Single,Graduate,849,583894.32,yes,yes,no,VERIFIED,CURRENT,2021-09-28,2026-02-14
IND001333,8840542452,Sanjay,Agarwal,sanjay.agarwal721@gmail.com,+919601032625,1303 6109 2467,KPHQV1438M,1949-09-17,"88/10
Mander Chowk",Chennai,Rajasthan,742878,India,"Scientist, research (medical)",3495137,Widowed,12th,748,424695.13,yes,no,yes,VERIFIED,SAVINGS,2020-05-09,2026-02-01
IND001334,6073233675,Sanjay,Singh,sanjay.singh313@gmail.com,+917960874315,3841 1936 6961,QZMSS8189F,1962-07-25,"33/720, Deol",Ahmedabad,Tamil Nadu,480708,India,Sub,4234026,Single,Graduate,735,910755.71,no,yes,yes,PENDING,CURRENT,2020-11-09,2026-01-25
IND001335,8221087787,Rahul,Patel,rahul.patel316@gmail.com,+919911253201,2570 8643 9177,GUZFX7778A,1995-09-16,"12/840, Comar Ganj",Delhi,West Bengal,632651,India,Financial planner,3154909,Widowed,Professional,832,672252.94,no,yes,yes,VERIFIED,SALARY,2026-02-06,2026-02-18
IND001336,9339812601,Neha,Iyer,neha.iyer513@gmail.com,+918625654699,8845 5806 4482,WGNII9129B,1977-08-13,"H.No. 805
Chaudhari Zila",Hyderabad,Karnataka,501267,India,Purchasing manager,1984135,Married,Post Graduate,752,831639.97,no,no,no,VERIFIED,SALARY,2018-02-12,2026-02-11
IND001337,6958176178,Anjali,Joshi,anjali.joshi634@gmail.com,+918113611784,5343 8251 2282,LLUZX4909I,1950-10-24,"189
Ram Ganj",Ahmedabad,Rajasthan,365018,India,"Radiographer, therapeutic",2981974,Single,12th,679,-25306.21,no,yes,no,PENDING,SAVINGS,2021-03-28,2026-02-17
IND001338,7005926718,Neha,Nair,neha.nair900@gmail.com,+917974917495,5238 6452 1442,HOZLI1533Y,1945-10-16,"H.No. 739
Shroff",Mumbai,Rajasthan,650478,India,"Programmer, multimedia",361164,Divorced,12th,822,176707.8,no,no,yes,VERIFIED,SALARY,2016-02-23,2026-02-02
IND001339,6926087933,Neha,Patel,neha.patel759@gmail.com,+919254263689,1702 5533 1478,PHOGB5502C,1996-06-26,"47/25
Khurana Circle",Hyderabad,Gujarat,101371,India,"Scientist, audiological",3540719,Married,12th,681,830352.57,no,yes,yes,VERIFIED,CURRENT,2020-12-18,2026-02-04
IND001340,7792172515,Anjali,Joshi,anjali.joshi211@gmail.com,+917867974151,5773 7464 8655,IUNIW7456N,1963-02-12,"H.No. 48, Dubey Circle",Hyderabad,Maharashtra,359669,India,Printmaker,2132160,Married,Post Graduate,650,813347.89,no,no,yes,VERIFIED,SALARY,2018-01-12,2026-01-29
IND001341,4503475621,Amit,Desai,amit.desai55@gmail.com,+917381341282,1346 3933 9015,NBPZR2805V,1978-04-26,"H.No. 87, Bumb Chowk",Mumbai,Gujarat,220570,India,Editorial assistant,3586154,Divorced,Professional,684,571494.06,no,no,no,VERIFIED,SALARY,2017-04-02,2026-02-10
IND001342,2834450124,Sneha,Singh,sneha.singh270@gmail.com,+918080661664,4521 6266 8326,ULIWP9652S,1990-12-07,"H.No. 758
Chatterjee Street",Mumbai,Telangana,996546,India,Clinical embryologist,3163816,Single,Graduate,892,745271.25,yes,no,yes,VERIFIED,CURRENT,2020-01-30,2026-01-31
IND001343,7315196169,Rahul,Rao,rahul.rao444@gmail.com,+919020547090,1990 8878 2395,UWRVD3620T,1966-01-16,"H.No. 87
Sani Zila",Kolkata,Karnataka,350772,India,Hydrologist,3648118,Single,12th,841,65276.75,yes,no,no,VERIFIED,CURRENT,2019-09-18,2026-02-17
IND001344,3886955525,Neha,Nair,neha.nair717@gmail.com,+917889493770,5070 9162 7737,QOAKW9274Y,1990-11-10,"H.No. 23, Srivastava Marg",Lucknow,Maharashtra,613046,India,Dramatherapist,854807,Single,Post Graduate,878,331533.45,yes,no,no,VERIFIED,CURRENT,2018-10-28,2026-02-19
IND001345,8067314364,Rahul,Iyer,rahul.iyer452@gmail.com,+919280232781,5405 9393 4215,ZAHIQ6755O,1990-03-24,"H.No. 87, Subramaniam",Jaipur,Telangana,553886,India,Pension scheme manager,3056188,Divorced,10th,699,871522.96,yes,no,yes,VERIFIED,SALARY,2020-09-19,2026-02-01
IND001346,9018151306,Rahul,Singh,rahul.singh568@gmail.com,+919173468529,5011 7389 5199,HXCNP9507K,1963-01-10,"H.No. 52
Ganesan Road",Delhi,Uttar Pradesh,968881,India,Manufacturing systems engineer,2539590,Divorced,Graduate,571,528367.19,no,yes,yes,VERIFIED,SAVINGS,2021-07-02,2026-02-11
IND001347,6891589490,Rajesh,Sharma,rajesh.sharma6@gmail.com,+918470072669,3531 7935 1886,DXLFG1618E,1966-02-05,"66/06
Jayaraman Nagar",Ahmedabad,West Bengal,499609,India,Manufacturing systems engineer,1942771,Married,10th,857,813646.97,yes,yes,no,PENDING,CURRENT,2018-07-08,2026-02-12
IND001348,5421031509,Vikram,Sharma,vikram.sharma612@gmail.com,+919760234044,2922 6787 5508,ZZBZF8584G,1997-05-03,"H.No. 334
Thaman Road",Hyderabad,Karnataka,127007,India,Midwife,1285451,Married,Professional,732,175751.93,no,yes,yes,VERIFIED,SAVINGS,2016-07-16,2026-02-05
IND001349,8964258553,Sneha,Patel,sneha.patel956@gmail.com,+919221266294,3069 1908 5930,QDZWB4891B,1974-03-25,"H.No. 88
Sur Ganj",Jaipur,Gujarat,411764,India,"Engineer, structural",4751722,Divorced,Post Graduate,661,910981.9,no,no,no,PENDING,SAVINGS,2024-09-10,2026-02-11
IND001350,5940762586,Neha,Desai,neha.desai851@gmail.com,+918415226962,6364 4878 9622,DLCRF8962E,2003-06-02,"H.No. 132
Sengupta Path",Jaipur,Telangana,901834,India,Quantity surveyor,4621977,Married,Post Graduate,690,844549.41,no,yes,no,VERIFIED,CURRENT,2024-02-17,2026-01-23
IND001351,8239429931,Anjali,Nair,anjali.nair793@gmail.com,+919267169478,9617 2298 6513,KSBHB9409D,1998-04-20,"73/499
Balan Marg",Ahmedabad,West Bengal,863290,India,Chiropractor,3054355,Divorced,Graduate,806,426156.76,yes,no,yes,VERIFIED,SALARY,2017-02-02,2026-02-06
IND001352,4175917932,Arjun,Reddy,arjun.reddy907@gmail.com,+918397325443,1498 9362 3231,UIJNW5759B,1963-12-04,"41
Bhavsar Chowk",Lucknow,Telangana,448584,India,"Buyer, retail",524497,Widowed,Post Graduate,854,926794.89,no,no,yes,VERIFIED,CURRENT,2021-08-28,2026-02-10
IND001353,4688530312,Arjun,Joshi,arjun.joshi520@gmail.com,+917575973682,3499 8317 8186,YKJOY8405U,2001-03-26,"949, Mand Ganj",Delhi,Rajasthan,617115,India,Chartered management accountant,2577585,Divorced,Professional,642,338434.17,yes,yes,yes,PENDING,SAVINGS,2023-08-05,2026-02-01
IND001354,6361491138,Deepika,Reddy,deepika.reddy611@gmail.com,+919018364766,1631 1278 9084,BWJKL5656R,1967-06-13,"84/02
Virk Zila",Lucknow,Tamil Nadu,696839,India,Interior and spatial designer,3790119,Widowed,Graduate,604,408195.73,yes,yes,no,PENDING,SALARY,2022-04-13,2026-02-11
IND001355,5956555531,Deepika,Iyer,deepika.iyer373@gmail.com,+919517380692,4620 6628 1489,FYONO5317T,1995-12-28,"573, Golla Chowk",Delhi,Maharashtra,493849,India,"Lecturer, further education",2826026,Single,12th,628,465360.02,no,no,no,VERIFIED,SAVINGS,2019-07-10,2026-02-02
IND001356,5073499937,Vikram,Agarwal,vikram.agarwal711@gmail.com,+919695586240,4308 5526 2691,PUBBK5635L,1962-07-07,"166, Swaminathan Marg",Pune,Gujarat,682677,India,"Radiographer, therapeutic",2318799,Divorced,Graduate,732,603611.39,no,no,no,VERIFIED,SAVINGS,2016-12-14,2026-02-15
